JULIAN_DAY,YEAR,L,W,A,TIME,MONTH,DAY
196,2008,219,NA,NA,196,7,14
197,2008,219,NA,NA,197,7,15
198,2008,219,NA,NA,198,7,16
199,2008,219,NA,NA,199,7,17
200,2008,219,NA,NA,200,7,18
201,2008,219,NA,NA,201,7,19
202,2008,219,NA,NA,202,7,20
203,2008,219,NA,NA,203,7,21
204,2008,219,NA,NA,204,7,22
205,2008,219,NA,NA,205,7,23
206,2008,219,NA,NA,206,7,24
207,2008,219,NA,NA,207,7,25
208,2008,219,NA,NA,208,7,26
209,2008,219,NA,NA,209,7,27
210,2008,219,NA,NA,210,7,28
211,2008,219,NA,NA,211,7,29
212,2008,219,NA,NA,212,7,30
213,2008,219,NA,NA,213,7,31
214,2008,219,NA,NA,214,8,1
215,2008,219,NA,NA,215,8,2
216,2008,219,20.5,33,216,8,3
217,2008,219,20.4,34,217,8,4
218,2008,219,20.8,33,218,8,5
219,2008,219,20.2,28,219,8,6
220,2008,219,19.2,23,220,8,7
221,2008,219,19,25,221,8,8
222,2008,219,19.7,29,222,8,9
223,2008,219,19.9,30,223,8,10
224,2008,219,19.2,24,224,8,11
225,2008,219,19.4,18,225,8,12
226,2008,219,18.7,23,226,8,13
227,2008,219,18.4,20,227,8,14
228,2008,219,18.4,23,228,8,15
229,2008,219,18.1,23,229,8,16
230,2008,219,18.8,24,230,8,17
231,2008,219,19.6,26,231,8,18
232,2008,219,19,24,232,8,19
233,2008,219,19,25,233,8,20
234,2008,219,19.1,26,234,8,21
235,2008,219,19.8,25,235,8,22
236,2008,219,19.1,24,236,8,23
237,2008,219,19.3,25,237,8,24
238,2008,219,19.9,26,238,8,25
239,2008,219,20.3,28,239,8,26
240,2008,219,21.1,31,240,8,27
241,2008,219,21.1,31,241,8,28
242,2008,219,20.8,30,242,8,29
243,2008,219,20.3,23,243,8,30
244,2008,219,19.3,23,244,8,31
245,2008,219,20.1,25,245,9,1
246,2008,219,20,24,246,9,2
247,2008,219,19.5,18,247,9,3
248,2008,219,18.8,21,248,9,4
249,2008,219,18.2,14,249,9,5
250,2008,219,17.9,16,250,9,6
251,2008,219,17.9,20,251,9,7
252,2008,219,18.2,25,252,9,8
253,2008,219,20.1,24,253,9,9
254,2008,219,20.2,25,254,9,10
255,2008,219,19,17,255,9,11
256,2008,219,16.9,15,256,9,12
257,2008,219,16.9,20,257,9,13
258,2008,219,17.2,22,258,9,14
259,2008,219,17.7,24,259,9,15
260,2008,219,18,25,260,9,16
261,2008,219,18.1,24,261,9,17
262,2008,219,18.2,24,262,9,18
263,2008,219,18.6,24,263,9,19
264,2008,219,18.6,25,264,9,20
265,2008,219,18.3,22,265,9,21
266,2008,219,17.4,15,266,9,22
267,2008,219,17.5,18,267,9,23
268,2008,219,17.5,18,268,9,24
269,2008,219,16.9,19,269,9,25
270,2008,219,16.6,19,270,9,26
271,2008,219,16.1,20,271,9,27
272,2008,219,16.2,20,272,9,28
273,2008,219,16.5,22,273,9,29
274,2008,219,16.1,19,274,9,30
275,2008,219,16.1,20,275,10,1
276,2008,219,15.6,18,276,10,2
277,2008,219,14.5,14,277,10,3
278,2008,219,NA,NA,278,10,4
279,2008,219,13.5,21,279,10,5
280,2008,219,14.3,20,280,10,6
281,2008,219,14.2,14,281,10,7
282,2008,219,14,15,282,10,8
283,2008,219,13.9,17,283,10,9
284,2008,219,14.1,22,284,10,10
285,2008,219,14.1,16,285,10,11
286,2008,219,15.4,20,286,10,12
287,2008,219,16,20,287,10,13
288,2008,219,15.9,20,288,10,14
289,2008,219,15.7,21,289,10,15
290,2008,219,15.3,20,290,10,16
291,2008,219,15.2,17,291,10,17
292,2008,219,14.2,17,292,10,18
293,2008,219,14.5,21,293,10,19
294,2008,219,14.1,20,294,10,20
295,2008,219,13.6,15,295,10,21
296,2008,219,12.7,11,296,10,22
297,2008,219,12,14,297,10,23
298,2008,219,NA,NA,298,10,24
299,2008,219,12.3,19,299,10,25
300,2008,219,12.1,21,300,10,26
301,2008,219,11.8,14,301,10,27
302,2008,219,NA,NA,302,10,28
303,2008,219,NA,NA,303,10,29
304,2008,219,10,10,304,10,30
305,2008,219,NA,NA,305,10,31
306,2008,219,8.9,6,306,11,1
307,2008,219,8.4,8,307,11,2
308,2008,219,8.3,8,308,11,3
309,2008,219,8.2,5,309,11,4
310,2008,219,9.4,10,310,11,5
311,2008,219,8.9,10,311,11,6
312,2008,219,NA,NA,312,11,7
313,2008,219,9.3,11,313,11,8
314,2008,219,9.9,12,314,11,9
315,2008,219,10.2,12,315,11,10
316,2008,219,NA,NA,316,11,11
317,2008,219,NA,NA,317,11,12
318,2008,219,8.8,10,318,11,13
319,2008,219,NA,NA,319,11,14
320,2008,219,8.9,14,320,11,15
321,2008,219,9.1,16,321,11,16
322,2008,219,8.7,7,322,11,17
323,2008,219,NA,NA,323,11,18
324,2008,219,8.4,10,324,11,19
325,2008,219,7.9,11,325,11,20
326,2008,219,7.8,15,326,11,21
327,2008,219,8.8,12,327,11,22
328,2008,219,8.7,12,328,11,23
329,2008,219,NA,NA,329,11,24
330,2008,219,6.5,5,330,11,25
331,2008,219,6.1,6,331,11,26
332,2008,219,5.8,5,332,11,27
333,2008,219,5,1,333,11,28
334,2008,219,5.3,3,334,11,29
335,2008,219,4.9,4,335,11,30
336,2008,219,4.6,4,336,12,1
337,2008,219,4.2,4,337,12,2
338,2008,219,5.4,8,338,12,3
339,2008,219,6.4,10,339,12,4
340,2008,219,7.2,9,340,12,5
341,2008,219,6.9,8,341,12,6
342,2008,219,7.5,8,342,12,7
343,2008,219,8.1,10,343,12,8
344,2008,219,7.9,8,344,12,9
345,2008,219,7.2,5,345,12,10
346,2008,219,6.7,6,346,12,11
347,2008,219,6.6,8,347,12,12
348,2008,219,6.4,5,348,12,13
349,2008,219,5.7,1,349,12,14
350,2008,219,5,4,350,12,15
351,2008,219,NA,NA,351,12,16
352,2008,219,4.8,8,352,12,17
353,2008,219,4.7,9,353,12,18
354,2008,219,4.3,8,354,12,19
355,2008,219,4.2,15,355,12,20
356,2008,219,4.1,15,356,12,21
357,2008,219,3.7,15,357,12,22
358,2008,219,3.5,17,358,12,23
359,2008,219,3.5,12,359,12,24
360,2008,219,3.3,14,360,12,25
361,2008,219,2.9,7,361,12,26
362,2008,219,NA,NA,362,12,27
363,2008,219,3.8,8,363,12,28
364,2008,219,4.6,5,364,12,29
365,2008,219,5.4,7,365,12,30
366,2008,219,5.6,6,366,12,31
1,2008,306,15.1,5.2,1,1,1
2,2008,306,15.5,7.2,2,1,2
3,2008,306,15,8.2,3,1,3
4,2008,306,15.6,9,4,1,4
5,2008,306,16.5,9.5,5,1,5
6,2008,306,17.7,11.8,6,1,6
7,2008,306,17.6,10,7,1,7
8,2008,306,17.6,11,8,1,8
9,2008,306,17.7,10,9,1,9
10,2008,306,18,11.5,10,1,10
11,2008,306,17.7,10,11,1,11
12,2008,306,16.7,10,12,1,12
13,2008,306,16.1,9.5,13,1,13
14,2008,306,17.1,13,14,1,14
15,2008,306,15.9,11.5,15,1,15
16,2008,306,16.6,10,16,1,16
17,2008,306,15.8,13,17,1,17
18,2008,306,16.3,13,18,1,18
19,2008,306,17.2,17.4,19,1,19
20,2008,306,18.5,17.6,20,1,20
21,2008,306,17.8,16.5,21,1,21
22,2008,306,17.8,17.5,22,1,22
23,2008,306,17.9,16.3,23,1,23
24,2008,306,17.7,16,24,1,24
25,2008,306,17,14.5,25,1,25
26,2008,306,17.2,15,26,1,26
27,2008,306,17.6,16,27,1,27
28,2008,306,17.4,17.6,28,1,28
29,2008,306,16.9,16.5,29,1,29
30,2008,306,17.2,15.2,30,1,30
31,2008,306,16.9,13,31,1,31
32,2008,306,16.1,9.5,32,2,1
33,2008,306,16.6,12,33,2,2
34,2008,306,16,9,34,2,3
35,2008,306,16,10,35,2,4
36,2008,306,15.6,10,36,2,5
37,2008,306,NA,NA,37,2,6
38,2008,306,16.3,17.2,38,2,7
39,2008,306,17,19.5,39,2,8
40,2008,306,16.8,18,40,2,9
41,2008,306,16.8,17.5,41,2,10
42,2008,306,16.3,16.7,42,2,11
43,2008,306,15.8,12.5,43,2,12
44,2008,306,15,12,44,2,13
45,2008,306,16.3,11,45,2,14
46,2008,306,16.3,14.2,46,2,15
47,2008,306,17.5,17,47,2,16
48,2008,306,15.9,12,48,2,17
49,2008,306,NA,NA,49,2,18
50,2008,306,17.3,13.3,50,2,19
51,2008,306,17.9,15.8,51,2,20
52,2008,306,18.5,16.2,52,2,21
53,2008,306,18.9,18.1,53,2,22
54,2008,306,17.9,17.5,54,2,23
55,2008,306,17.3,12.2,55,2,24
56,2008,306,18.2,15,56,2,25
57,2008,306,18.6,15,57,2,26
58,2008,306,20.6,20,58,2,27
59,2008,306,19.3,17,59,2,28
60,2008,306,18.9,18.2,60,2,29
61,2008,306,19.5,20,61,3,1
62,2008,306,20.3,21.5,62,3,2
63,2008,306,20,22,63,3,3
64,2008,306,17.7,12,64,3,4
65,2008,306,15.6,11.2,65,3,5
66,2008,306,NA,NA,66,3,6
67,2008,306,17.5,18.8,67,3,7
68,2008,306,18.6,18,68,3,8
69,2008,306,18,16.5,69,3,9
70,2008,306,NA,NA,70,3,10
71,2008,306,19.5,21,71,3,11
72,2008,306,20.1,21,72,3,12
73,2008,306,20.1,22.5,73,3,13
74,2008,306,20.3,24.5,74,3,14
75,2008,306,20.4,19,75,3,15
76,2008,306,20.3,19.3,76,3,16
77,2008,306,21.2,19.1,77,3,17
78,2008,306,20.1,19.8,78,3,18
79,2008,306,20.6,20.5,79,3,19
80,2008,306,18.4,20,80,3,20
81,2008,306,19.5,19.5,81,3,21
82,2008,306,17.3,15.4,82,3,22
83,2008,306,16.4,9.2,83,3,23
84,2008,306,17.9,15.5,84,3,24
85,2008,306,19.7,19.5,85,3,25
86,2008,306,18.8,14.5,86,3,26
87,2008,306,16.7,17.6,87,3,27
88,2008,306,19.8,21,88,3,28
89,2008,306,21.2,23.5,89,3,29
90,2008,306,NA,NA,90,3,30
91,2008,306,21.3,17,91,3,31
92,2008,306,22.4,20,92,4,1
93,2008,306,24,24.5,93,4,2
94,2008,306,22.3,27,94,4,3
95,2008,306,22.3,26.5,95,4,4
96,2008,306,23,24,96,4,5
97,2008,306,22.2,26,97,4,6
98,2008,306,20.5,21.5,98,4,7
99,2008,306,18.6,14.2,99,4,8
100,2008,306,19,18.5,100,4,9
101,2008,306,18.4,16.5,101,4,10
102,2008,306,17.7,11,102,4,11
103,2008,306,19.5,15,103,4,12
104,2008,306,20.3,16.3,104,4,13
105,2008,306,21.2,17,105,4,14
106,2008,306,21.3,21,106,4,15
107,2008,306,21.9,23,107,4,16
108,2008,306,20.1,14.5,108,4,17
109,2008,306,18.4,14.5,109,4,18
110,2008,306,17.6,14,110,4,19
111,2008,306,19.2,15,111,4,20
112,2008,306,19.2,16.5,112,4,21
113,2008,306,20.4,19.5,113,4,22
114,2008,306,22.4,23,114,4,23
115,2008,306,23.4,25.3,115,4,24
116,2008,306,24.3,26.7,116,4,25
117,2008,306,24.8,27.8,117,4,26
118,2008,306,24.4,28.7,118,4,27
119,2008,306,22.4,22.5,119,4,28
120,2008,306,22.5,22,120,4,29
121,2008,306,NA,NA,121,4,30
122,2008,306,23.2,26.5,122,5,1
123,2008,306,23.8,28,123,5,2
124,2008,306,23.6,27.5,124,5,3
125,2008,306,23.9,29,125,5,4
126,2008,306,25,28.6,126,5,5
127,2008,306,25.1,28.6,127,5,6
128,2008,306,23.5,26.2,128,5,7
129,2008,306,21.9,16,129,5,8
130,2008,306,20.4,18.5,130,5,9
131,2008,306,19.3,11.5,131,5,10
132,2008,306,20.2,19,132,5,11
133,2008,306,21.7,22,133,5,12
134,2008,306,21.5,21.2,134,5,13
135,2008,306,21.1,18.5,135,5,14
136,2008,306,21.5,19.5,136,5,15
137,2008,306,21.8,19,137,5,16
138,2008,306,22.6,20.2,138,5,17
139,2008,306,21.7,18.5,139,5,18
140,2008,306,21.7,21,140,5,19
141,2008,306,23.4,23.2,141,5,20
142,2008,306,23.2,22.5,142,5,21
143,2008,306,24,25,143,5,22
144,2008,306,21.8,18.5,144,5,23
145,2008,306,21.2,17,145,5,24
146,2008,306,20.2,14.6,146,5,25
147,2008,306,21.5,19,147,5,26
148,2008,306,22.9,21,148,5,27
149,2008,306,20.8,19,149,5,28
150,2008,306,21.8,21.2,150,5,29
151,2008,306,22.1,20,151,5,30
152,2008,306,21.7,20.7,152,5,31
153,2008,306,21.6,20.7,153,6,1
154,2008,306,22.4,22.5,154,6,2
155,2008,306,23.8,24,155,6,3
156,2008,306,24.9,26.3,156,6,4
157,2008,306,23.1,23.5,157,6,5
158,2008,306,24.8,24.8,158,6,6
159,2008,306,24.8,25,159,6,7
160,2008,306,22,19.4,160,6,8
161,2008,306,20.1,17,161,6,9
162,2008,306,22.3,21,162,6,10
163,2008,306,23.6,23,163,6,11
164,2008,306,24.8,25.5,164,6,12
165,2008,306,24.9,27.5,165,6,13
166,2008,306,26.1,30,166,6,14
167,2008,306,25,27.5,167,6,15
168,2008,306,24.9,25.5,168,6,16
169,2008,306,25,24.2,169,6,17
170,2008,306,26.3,30,170,6,18
171,2008,306,27,32.5,171,6,19
172,2008,306,27.4,34.5,172,6,20
173,2008,306,27.5,35.7,173,6,21
174,2008,306,NA,NA,174,6,22
175,2008,306,26.2,32.5,175,6,23
176,2008,306,NA,NA,176,6,24
177,2008,306,27.8,33.1,177,6,25
178,2008,306,28.5,36.1,178,6,26
179,2008,306,28.1,35.5,179,6,27
180,2008,306,28.3,36,180,6,28
181,2008,306,28.4,37,181,6,29
182,2008,306,28.1,37,182,6,30
183,2008,306,NA,NA,183,7,1
184,2008,306,NA,NA,184,7,2
185,2008,306,NA,NA,185,7,3
186,2008,306,NA,NA,186,7,4
187,2008,306,28.4,35,187,7,5
188,2008,306,27.7,30.5,188,7,6
189,2008,306,27.1,29,189,7,7
190,2008,306,25.8,32.5,190,7,8
191,2008,306,26.8,34.5,191,7,9
192,2008,306,26.5,35.5,192,7,10
193,2008,306,26.8,33.9,193,7,11
194,2008,306,25.4,29.1,194,7,12
195,2008,306,25.8,27.8,195,7,13
196,2008,306,26.3,31.1,196,7,14
197,2008,306,26.8,32.2,197,7,15
198,2008,306,24.9,30.5,198,7,16
199,2008,306,27.4,32.5,199,7,17
200,2008,306,28.1,36,200,7,18
201,2008,306,28.6,38.5,201,7,19
202,2008,306,28.8,36.5,202,7,20
203,2008,306,28.6,36,203,7,21
204,2008,306,28,38.7,204,7,22
205,2008,306,28.7,38.7,205,7,23
206,2008,306,27.2,34.3,206,7,24
207,2008,306,27.9,33.5,207,7,25
208,2008,306,28.3,34,208,7,26
209,2008,306,28.4,35.3,209,7,27
210,2008,306,27.7,35,210,7,28
211,2008,306,27.6,35.3,211,7,29
212,2008,306,28.3,34.6,212,7,30
213,2008,306,NA,NA,213,7,31
214,2008,306,NA,NA,214,8,1
215,2008,306,28.8,36,215,8,2
216,2008,306,28.9,38,216,8,3
217,2008,306,29.3,38,217,8,4
218,2008,306,28.9,39.1,218,8,5
219,2008,306,28.5,39,219,8,6
220,2008,306,27.9,38,220,8,7
221,2008,306,27.5,34,221,8,8
222,2008,306,28,35.5,222,8,9
223,2008,306,28.1,37,223,8,10
224,2008,306,26.9,35,224,8,11
225,2008,306,26.9,30.5,225,8,12
226,2008,306,26.6,31.1,226,8,13
227,2008,306,24.9,29.5,227,8,14
228,2008,306,25.6,29,228,8,15
229,2008,306,25.6,28,229,8,16
230,2008,306,26.6,28.5,230,8,17
231,2008,306,26.6,33.5,231,8,18
232,2008,306,26.2,32.9,232,8,19
233,2008,306,26.8,32.2,233,8,20
234,2008,306,27.1,34.4,234,8,21
235,2008,306,26.8,33.5,235,8,22
236,2008,306,27,32.1,236,8,23
237,2008,306,27.4,33.5,237,8,24
238,2008,306,27.2,34.3,238,8,25
239,2008,306,27.1,34.6,239,8,26
240,2008,306,27.2,33.5,240,8,27
241,2008,306,27.2,34.5,241,8,28
242,2008,306,26.9,35,242,8,29
243,2008,306,26.1,30,243,8,30
244,2008,306,26.3,30,244,8,31
245,2008,306,26.3,34.5,245,9,1
246,2008,306,25.8,32,246,9,2
247,2008,306,25.6,30,247,9,3
248,2008,306,25.2,28.2,248,9,4
249,2008,306,24.2,24.9,249,9,5
250,2008,306,24.8,25.3,250,9,6
251,2008,306,25.2,27,251,9,7
252,2008,306,25.8,31,252,9,8
253,2008,306,25,24,253,9,9
254,2008,306,24,30.2,254,9,10
255,2008,306,25.2,30.8,255,9,11
256,2008,306,23.9,23,256,9,12
257,2008,306,23.9,23.5,257,9,13
258,2008,306,24,26.5,258,9,14
259,2008,306,24.6,24.9,259,9,15
260,2008,306,24.7,32.5,260,9,16
261,2008,306,NA,NA,261,9,17
262,2008,306,24,29,262,9,18
263,2008,306,25.2,28.7,263,9,19
264,2008,306,25.4,31,264,9,20
265,2008,306,23.7,26.2,265,9,21
266,2008,306,23.3,22.5,266,9,22
267,2008,306,24,24.5,267,9,23
268,2008,306,23.4,22.2,268,9,24
269,2008,306,23.1,23,269,9,25
270,2008,306,23,23,270,9,26
271,2008,306,22.7,26.5,271,9,27
272,2008,306,21.8,18.8,272,9,28
273,2008,306,24.7,24.2,273,9,29
274,2008,306,23.9,24,274,9,30
275,2008,306,23.6,25.1,275,10,1
276,2008,306,23.3,26,276,10,2
277,2008,306,21.6,18,277,10,3
278,2008,306,21.4,18,278,10,4
279,2008,306,21.9,23.5,279,10,5
280,2008,306,21.8,25.1,280,10,6
281,2008,306,19.8,19.5,281,10,7
282,2008,306,20.9,18.8,282,10,8
283,2008,306,20.1,20.5,283,10,9
284,2008,306,20.5,25.5,284,10,10
285,2008,306,20.9,23.3,285,10,11
286,2008,306,20.7,23.5,286,10,12
287,2008,306,21.9,25.5,287,10,13
288,2008,306,22.5,22,288,10,14
289,2008,306,22.7,24.1,289,10,15
290,2008,306,22.9,24.1,290,10,16
291,2008,306,23.1,23.5,291,10,17
292,2008,306,21.5,17.2,292,10,18
293,2008,306,22.3,21.5,293,10,19
294,2008,306,22.4,23.4,294,10,20
295,2008,306,22.1,19.6,295,10,21
296,2008,306,21.2,15.5,296,10,22
297,2008,306,18.4,16,297,10,23
298,2008,306,19.6,18,298,10,24
299,2008,306,20.2,21.5,299,10,25
300,2008,306,20.8,23,300,10,26
301,2008,306,21.5,21.7,301,10,27
302,2008,306,20.1,12.2,302,10,28
303,2008,306,17.3,11,303,10,29
304,2008,306,15.7,11.2,304,10,30
305,2008,306,18.7,11.8,305,10,31
306,2008,306,18.9,11.8,306,11,1
307,2008,306,19.3,13.3,307,11,2
308,2008,306,19.3,11.7,308,11,3
309,2008,306,19.2,11,309,11,4
310,2008,306,20.2,14.1,310,11,5
311,2008,306,19.5,15.5,311,11,6
312,2008,306,18.7,11.8,312,11,7
313,2008,306,19.9,14.1,313,11,8
314,2008,306,18.9,15.2,314,11,9
315,2008,306,19.9,17.2,315,11,10
316,2008,306,18.3,13.2,316,11,11
317,2008,306,18.2,13,317,11,12
318,2008,306,16.7,13,318,11,13
319,2008,306,16.6,15.1,319,11,14
320,2008,306,NA,NA,320,11,15
321,2008,306,16.7,16.2,321,11,16
322,2008,306,NA,NA,322,11,17
323,2008,306,16.1,11,323,11,18
324,2008,306,NA,NA,324,11,19
325,2008,306,NA,NA,325,11,20
326,2008,306,16.8,14.8,326,11,21
327,2008,306,16.8,16.5,327,11,22
328,2008,306,16.8,14.5,328,11,23
329,2008,306,16.1,12,329,11,24
330,2008,306,15.2,8.5,330,11,25
331,2008,306,14.1,8.5,331,11,26
332,2008,306,14.6,8.5,332,11,27
333,2008,306,14.2,7,333,11,28
334,2008,306,14.5,7.1,334,11,29
335,2008,306,13.9,7.7,335,11,30
336,2008,306,NA,NA,336,12,1
337,2008,306,13.9,8.6,337,12,2
338,2008,306,14.1,6.2,338,12,3
339,2008,306,14.3,9,339,12,4
340,2008,306,16.2,15.5,340,12,5
341,2008,306,NA,NA,341,12,6
342,2008,306,NA,NA,342,12,7
343,2008,306,NA,NA,343,12,8
344,2008,306,NA,NA,344,12,9
345,2008,306,NA,NA,345,12,10
346,2008,306,NA,NA,346,12,11
347,2008,306,NA,NA,347,12,12
348,2008,306,16.9,5.8,348,12,13
349,2008,306,15.1,6,349,12,14
350,2008,306,15.6,8.1,350,12,15
351,2008,306,16.6,11.1,351,12,16
352,2008,306,16.6,11,352,12,17
353,2008,306,14.8,13,353,12,18
354,2008,306,14.7,13.1,354,12,19
355,2008,306,15.2,14,355,12,20
356,2008,306,15.1,16,356,12,21
357,2008,306,15.1,15,357,12,22
358,2008,306,14.7,15.2,358,12,23
359,2008,306,14.6,14.5,359,12,24
360,2008,306,14.3,11,360,12,25
361,2008,306,13.7,8,361,12,26
362,2008,306,14,9.5,362,12,27
363,2008,306,14.3,9.5,363,12,28
364,2008,306,15.7,10.2,364,12,29
365,2008,306,16.5,13,365,12,30
366,2008,306,15.9,12,366,12,31
1,2007,307,8.4,5,1,1,1
2,2007,307,9.2,9,2,1,2
3,2007,307,8.6,10,3,1,3
4,2007,307,8.4,10,4,1,4
5,2007,307,NA,NA,5,1,5
6,2007,307,NA,NA,6,1,6
7,2007,307,NA,NA,7,1,7
8,2007,307,NA,NA,8,1,8
9,2007,307,8.8,3,9,1,9
10,2007,307,NA,NA,10,1,10
11,2007,307,8.8,10,11,1,11
12,2007,307,8.8,15,12,1,12
13,2007,307,8.6,13,13,1,13
14,2007,307,8.9,14,14,1,14
15,2007,307,8.6,9,15,1,15
16,2007,307,8.9,8,16,1,16
17,2007,307,8.9,5,17,1,17
18,2007,307,9.2,6,18,1,18
19,2007,307,10.1,14,19,1,19
20,2007,307,10,15,20,1,20
21,2007,307,9.6,11,21,1,21
22,2007,307,NA,NA,22,1,22
23,2007,307,NA,NA,23,1,23
24,2007,307,8,4,24,1,24
25,2007,307,7.1,1,25,1,25
26,2007,307,6.2,2,26,1,26
27,2007,307,5.4,6,27,1,27
28,2007,307,5.1,6,28,1,28
29,2007,307,5.6,6,29,1,29
30,2007,307,7.4,8.5,30,1,30
31,2007,307,7,8,31,1,31
32,2007,307,7.5,11,32,2,1
33,2007,307,NA,NA,33,2,2
34,2007,307,NA,NA,34,2,3
35,2007,307,NA,NA,35,2,4
36,2007,307,NA,NA,36,2,5
37,2007,307,NA,NA,37,2,6
38,2007,307,9.2,11,38,2,7
39,2007,307,9.7,9,39,2,8
40,2007,307,9.8,12,40,2,9
41,2007,307,10.4,12,41,2,10
42,2007,307,10.7,13,42,2,11
43,2007,307,12.4,14.5,43,2,12
44,2007,307,11.2,11,44,2,13
45,2007,307,12.3,14,45,2,14
46,2007,307,11.3,15,46,2,15
47,2007,307,NA,NA,47,2,16
48,2007,307,11.2,10.5,48,2,17
49,2007,307,10.8,11,49,2,18
50,2007,307,10.6,11,50,2,19
51,2007,307,10.4,5,51,2,20
52,2007,307,10.6,11,52,2,21
53,2007,307,10.4,11,53,2,22
54,2007,307,10.4,11,54,2,23
55,2007,307,10.5,11.5,55,2,24
56,2007,307,10.7,14,56,2,25
57,2007,307,10.8,12,57,2,26
58,2007,307,10.9,16,58,2,27
59,2007,307,11.3,18,59,2,28
60,2007,307,11.8,14,60,3,1
61,2007,307,11.7,15.4,61,3,2
62,2007,307,11.6,10.5,62,3,3
63,2007,307,12.3,20,63,3,4
64,2007,307,NA,NA,64,3,5
65,2007,307,NA,NA,65,3,6
66,2007,307,NA,NA,66,3,7
67,2007,307,11.7,12,67,3,8
68,2007,307,11.5,17,68,3,9
69,2007,307,NA,NA,69,3,10
70,2007,307,11.7,19,70,3,11
71,2007,307,11.8,14.5,71,3,12
72,2007,307,12.5,16,72,3,13
73,2007,307,NA,NA,73,3,14
74,2007,307,13.2,18,74,3,15
75,2007,307,13.1,19,75,3,16
76,2007,307,13.6,18,76,3,17
77,2007,307,13.7,20,77,3,18
78,2007,307,12.9,11.5,78,3,19
79,2007,307,11.5,8,79,3,20
80,2007,307,10.8,8,80,3,21
81,2007,307,10.4,9.5,81,3,22
82,2007,307,NA,NA,82,3,23
83,2007,307,12.3,17,83,3,24
84,2007,307,NA,NA,84,3,25
85,2007,307,11.8,14,85,3,26
86,2007,307,12.2,9.5,86,3,27
87,2007,307,12.2,15.5,87,3,28
88,2007,307,12.2,14,88,3,29
89,2007,307,11.9,15,89,3,30
90,2007,307,12,12,90,3,31
91,2007,307,12.4,12,91,4,1
92,2007,307,12.2,9,92,4,2
93,2007,307,NA,NA,93,4,3
94,2007,307,NA,NA,94,4,4
95,2007,307,11.8,10,95,4,5
96,2007,307,11.7,12,96,4,6
97,2007,307,12,11,97,4,7
98,2007,307,NA,NA,98,4,8
99,2007,307,13.3,14,99,4,9
100,2007,307,14.7,16.5,100,4,10
101,2007,307,15.5,17,101,4,11
102,2007,307,15.2,15,102,4,12
103,2007,307,15.4,15,103,4,13
104,2007,307,16.4,11.5,104,4,14
105,2007,307,16.3,20,105,4,15
106,2007,307,16.8,22,106,4,16
107,2007,307,16.8,21,107,4,17
108,2007,307,17.4,23,108,4,18
109,2007,307,18.5,22,109,4,19
110,2007,307,18.6,24,110,4,20
111,2007,307,19,23.5,111,4,21
112,2007,307,19.2,24.5,112,4,22
113,2007,307,19.7,24,113,4,23
114,2007,307,20.2,25,114,4,24
115,2007,307,18.9,18,115,4,25
116,2007,307,17.3,14,116,4,26
117,2007,307,15.5,16,117,4,27
118,2007,307,15.4,12,118,4,28
119,2007,307,14.6,19,119,4,29
120,2007,307,14.4,14.5,120,4,30
121,2007,307,NA,NA,121,5,1
122,2007,307,14,11.5,122,5,2
123,2007,307,13.6,9,123,5,3
124,2007,307,14.2,17.5,124,5,4
125,2007,307,14.1,15.5,125,5,5
126,2007,307,15,19.5,126,5,6
127,2007,307,15.8,24,127,5,7
128,2007,307,16.9,26,128,5,8
129,2007,307,18,27,129,5,9
130,2007,307,19.4,28,130,5,10
131,2007,307,19.4,21.5,131,5,11
132,2007,307,18.8,24,132,5,12
133,2007,307,18.8,22,133,5,13
134,2007,307,17.9,18,134,5,14
135,2007,307,18.1,21,135,5,15
136,2007,307,NA,NA,136,5,16
137,2007,307,18.8,25.5,137,5,17
138,2007,307,20.3,21,138,5,18
139,2007,307,21.5,20.5,139,5,19
140,2007,307,20.9,26.5,140,5,20
141,2007,307,19.4,22,141,5,21
142,2007,307,18.4,23,142,5,22
143,2007,307,17.4,21,143,5,23
144,2007,307,16.6,11,144,5,24
145,2007,307,15.4,12,145,5,25
146,2007,307,16.2,18,146,5,26
147,2007,307,16.5,19.5,147,5,27
148,2007,307,16.8,17.5,148,5,28
149,2007,307,17.5,23,149,5,29
150,2007,307,18.5,24,150,5,30
151,2007,307,18.4,20.5,151,5,31
152,2007,307,18.6,22,152,6,1
153,2007,307,19.2,24,153,6,2
154,2007,307,19.8,27,154,6,3
155,2007,307,20.1,27,155,6,4
156,2007,307,20.3,24,156,6,5
157,2007,307,21.1,21,157,6,6
158,2007,307,21.5,29,158,6,7
159,2007,307,21.5,30,159,6,8
160,2007,307,21.4,30,160,6,9
161,2007,307,21,24,161,6,10
162,2007,307,20.6,26,162,6,11
163,2007,307,20.4,29.5,163,6,12
164,2007,307,20.3,27.5,164,6,13
165,2007,307,19.4,22,165,6,14
166,2007,307,19.2,24,166,6,15
167,2007,307,18.4,20,167,6,16
168,2007,307,18,20,168,6,17
169,2007,307,18,25,169,6,18
170,2007,307,18.8,18.5,170,6,19
171,2007,307,18.6,22,171,6,20
172,2007,307,19.7,24,172,6,21
173,2007,307,20.4,25,173,6,22
174,2007,307,21.2,32,174,6,23
175,2007,307,22.2,32,175,6,24
176,2007,307,22.5,27,176,6,25
177,2007,307,22.4,27,177,6,26
178,2007,307,22.4,28.5,178,6,27
